epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_f1,run,variant,val_total_grids,val_total_cells
79,0.0,0.87010016,0.32831418,0.63049298,0.23807961,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
80,0.0,0.87020093,0.31900503,0.64593111,0.24349093,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
81,0.0,0.87085592,0.32257517,0.63859928,0.24201027,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
82,0.0,0.87055362,0.32352681,0.63863172,0.24120282,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
83,0.0,0.86968702,0.32260603,0.63993097,0.2404864,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
84,0.0027933,0.8642254,0.31421602,0.65785294,0.24212305,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
85,0.0027933,0.87070477,0.31929402,0.64827731,0.2422993,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
86,0.0,0.8694754,0.32466299,0.63862087,0.23847475,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
87,0.0,0.86793365,0.32265665,0.6415667,0.2390904,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
88,0.0027933,0.86875995,0.32407534,0.63285467,0.23876446,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
89,0.0027933,0.86839719,0.32355278,0.63475403,0.23819118,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
90,0.0027933,0.86575707,0.32834375,0.61912957,0.23277864,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
91,0.0027933,0.87006993,0.32685151,0.6281325,0.23805992,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
92,0.0027933,0.8659586,0.33175385,0.61305341,0.23120579,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
93,0.0027933,0.86710736,0.32323167,0.63622564,0.23790644,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
94,0.0,0.86629114,0.32339179,0.63351796,0.23692295,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
95,0.0,0.86545477,0.32252093,0.6363017,0.2367381,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
96,0.0,0.86304641,0.31842235,0.64086803,0.2386718,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
97,0.0,0.86447732,0.32062921,0.63507937,0.23549015,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
98,0.0,0.86431609,0.32631104,0.62609243,0.23434256,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
99,0.0027933,0.86561599,0.31938299,0.63864883,0.24126239,exp2_champion_arc-agi-2_s310_csv,exp2_champion_arc-agi-2_s310_csv,358,99238
0,0.0,0.84616478,0.19943314,0.68182894,0.23814734,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,64,14067
0,0.0,0.84616478,0.19943314,0.68182894,0.23814734,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
0,0.0027933,0.90078397,0.34135494,0.63623644,0.25718797,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,64,14067
0,0.0027933,0.90078397,0.34135494,0.63623644,0.25718797,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
1,0.0027933,0.90186219,0.32865323,0.6582583,0.26693013,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
2,0.0027933,0.90110643,0.32582653,0.66465559,0.26801254,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
3,0.0027933,0.90240634,0.32761556,0.66924267,0.26913153,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
4,0.0027933,0.90128781,0.32748849,0.66187782,0.26741945,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
5,0.0027933,0.90145912,0.32518973,0.6683038,0.2690752,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
6,0.0027933,0.89863762,0.31875249,0.66911812,0.26987731,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
7,0.0027933,0.89623934,0.32116751,0.6608053,0.2664605,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
8,0.0027933,0.89774078,0.32424451,0.67304991,0.2663955,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
9,0.0027933,0.89918177,0.32246202,0.66438948,0.26732965,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
10,0.0027933,0.89811363,0.3251355,0.66375458,0.26586757,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
11,0.0027933,0.89829501,0.32187934,0.67224979,0.26774652,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
12,0.0,0.89376045,0.31007991,0.6873635,0.27181624,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
13,0.0027933,0.89563474,0.31821125,0.68004987,0.26938956,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
14,0.0027933,0.89583627,0.31741595,0.67525665,0.26978137,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
15,0.0027933,0.89420383,0.32066204,0.66547937,0.26598706,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
16,0.0027933,0.89480844,0.32270167,0.66346168,0.26396493,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
17,0.0027933,0.89483867,0.32358116,0.66222156,0.26377309,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
18,0.0027933,0.89247063,0.32645851,0.6469049,0.25855359,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
19,0.0027933,0.89000181,0.31715929,0.66727951,0.2637245,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
20,0.0027933,0.89145287,0.31962954,0.66603886,0.2628885,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
21,0.0027933,0.89089865,0.32497577,0.65602355,0.25940196,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
22,0.0027933,0.89055604,0.32256691,0.65851253,0.26034818,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
23,0.0027933,0.8907878,0.32241125,0.6566646,0.26106843,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
24,0.0027933,0.88762369,0.31684542,0.66423914,0.26117941,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
25,0.0,0.88808722,0.31704867,0.66654233,0.26222555,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
26,0.0027933,0.88759346,0.31300056,0.67119413,0.26507229,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
27,0.0027933,0.88816784,0.32299926,0.65333067,0.25677782,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
28,0.0027933,0.88684778,0.31995593,0.65540185,0.25808366,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
29,0.0027933,0.88602148,0.31893469,0.65932476,0.2587846,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
30,0.0,0.88463089,0.31903583,0.66111922,0.25735017,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
31,0.0027933,0.8854068,0.31887544,0.66152899,0.25802484,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
32,0.0,0.88466112,0.31916094,0.66955284,0.25908835,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
33,0.0,0.88396582,0.32090153,0.65623424,0.25497189,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
34,0.0,0.88236361,0.31749231,0.66396567,0.2561134,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
35,0.0,0.88332091,0.31937118,0.65958834,0.25613303,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
36,0.0,0.87884681,0.31287916,0.67220003,0.2565095,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
37,0.0,0.88507427,0.32289347,0.656101,0.25377899,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
38,0.0027933,0.88142647,0.32094574,0.6502339,0.25278792,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
39,0.0,0.88066063,0.32049599,0.64793973,0.25094768,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
40,0.0027933,0.88078156,0.31996121,0.6533898,0.25367577,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
41,0.0027933,0.88017695,0.31977251,0.65419252,0.25237748,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
42,0.0027933,0.88007618,0.31792559,0.66502551,0.25365761,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
43,0.0027933,0.87838328,0.32821634,0.63178352,0.24396459,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
44,0.0027933,0.88214192,0.32153713,0.65818614,0.25352163,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
45,0.0,0.87871581,0.31503429,0.66407795,0.25413507,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
46,0.0,0.87815151,0.31893002,0.65647958,0.25122939,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
47,0.0,0.87873597,0.31822111,0.65640787,0.25228209,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
48,0.0027933,0.87510833,0.31796463,0.64497156,0.24796728,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
49,0.0027933,0.87827244,0.3221904,0.64587047,0.24881597,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
50,0.0,0.8772446,0.31886301,0.64822275,0.25105246,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
51,0.0,0.87706322,0.31635841,0.65330202,0.25087704,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
52,0.0,0.8756827,0.31844077,0.64714766,0.24899418,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
53,0.0,0.87588424,0.31783479,0.64756412,0.24957802,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
54,0.0,0.87520909,0.32778545,0.61855829,0.24110371,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
55,0.0,0.87701284,0.32187554,0.64068388,0.24848761,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
56,0.0,0.87586408,0.31943023,0.64551083,0.24765223,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
57,0.0,0.87470525,0.31897787,0.64329321,0.24668742,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
58,0.0,0.87489671,0.31941966,0.64264554,0.24663711,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
59,0.0,0.87403011,0.3193944,0.64398069,0.24587364,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
60,0.0,0.87422157,0.314897,0.65301502,0.2483577,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
61,0.0,0.87039239,0.32079155,0.65359492,0.24330627,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
62,0.0,0.87232713,0.31846513,0.64799188,0.24651831,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
63,0.0,0.8727302,0.31909844,0.64189338,0.24599588,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
64,0.0,0.87391926,0.32028279,0.63873986,0.24454406,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
65,0.0,0.87333481,0.31901457,0.64079056,0.24513822,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
66,0.0,0.87181322,0.32332853,0.62981915,0.2429954,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
67,0.0,0.87319374,0.32070266,0.6474269,0.24455908,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
68,0.0027933,0.87184345,0.31787162,0.65021939,0.24547501,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
69,0.0,0.87157137,0.32039546,0.64086377,0.24393705,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
70,0.0,0.87188375,0.32126358,0.64088787,0.24407456,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
71,0.0,0.87120861,0.3209559,0.63935457,0.2437637,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
72,0.0,0.86946533,0.3201178,0.64554244,0.2424952,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
73,0.0,0.86935448,0.31821656,0.64358039,0.24302578,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
74,0.00558659,0.86879018,0.31705799,0.6482128,0.24578101,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
75,0.0,0.87050323,0.32038523,0.63996128,0.2427129,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
76,0.0027933,0.86937463,0.31950753,0.64166282,0.24309751,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
77,0.0,0.86997924,0.32035863,0.63840172,0.24232641,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
78,0.0,0.86744997,0.32263999,0.63379376,0.23919289,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
79,0.0,0.8691731,0.31496106,0.65335913,0.24351172,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
80,0.0,0.87006993,0.31706808,0.64547035,0.24218125,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
81,0.0,0.8680445,0.31568282,0.64612439,0.24462646,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
82,0.0,0.8698684,0.31980786,0.64031587,0.24440399,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
83,0.0,0.86948548,0.31886667,0.639854,0.24329009,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
84,0.0,0.86672444,0.31776787,0.641351,0.23949986,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
85,0.0,0.8666539,0.32161789,0.63305974,0.24055896,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
86,0.0,0.86955602,0.31949483,0.64425656,0.24220681,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
87,0.0,0.86793365,0.32177666,0.63163892,0.23913689,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
88,0.0027933,0.86874987,0.31865087,0.63730663,0.24229166,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
89,0.0027933,0.86802435,0.31843964,0.6360593,0.24175011,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
90,0.0,0.86699651,0.31938844,0.64135174,0.23882429,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
91,0.0,0.8664826,0.31766455,0.6434456,0.24011063,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
92,0.0,0.8666136,0.3156894,0.64914352,0.24327046,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
93,0.0,0.8656563,0.31532733,0.6442509,0.24170132,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
94,0.0,0.86739958,0.31816614,0.63574819,0.23895741,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
95,0.0,0.86728874,0.31880149,0.63644978,0.23916179,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
96,0.0027933,0.86500131,0.32213417,0.63518832,0.23581933,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
97,0.0,0.8665229,0.31676217,0.64257081,0.2409294,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
98,0.0,0.86673452,0.31995243,0.63792481,0.24045239,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
99,0.0,0.86813519,0.31936789,0.63681672,0.23960013,exp2_champion_arc-agi-2_s311_csv,exp2_champion_arc-agi-2_s311_csv,358,99238
0,0.0,0.03277174,0.01924973,0.95005375,0.01846816,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,64,14067
0,0.0,0.03277174,0.01924973,0.95005375,0.01846816,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
0,0.0,0.7154719,0.29684781,0.57391572,0.16605712,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,64,14067
0,0.0,0.7154719,0.29684781,0.57391572,0.16605712,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
1,0.0,0.72146758,0.29594069,0.56875382,0.16948728,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
2,0.0,0.72022814,0.29124212,0.57298971,0.17168219,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
3,0.0,0.72560914,0.29454785,0.58970473,0.17676088,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
4,0.0,0.72479292,0.29941793,0.56346585,0.17097658,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
5,0.0,0.72433947,0.29881422,0.56339846,0.17151883,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
6,0.0,0.72049013,0.28703812,0.5933078,0.17733355,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
7,0.0,0.73009331,0.2961747,0.57892155,0.17676379,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
8,0.0,0.71844455,0.29598521,0.55974747,0.16631424,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
9,0.0,0.72752373,0.29624875,0.571318,0.17481738,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
10,0.0,0.72728189,0.29478347,0.57490515,0.17525555,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
11,0.0,0.7241077,0.2981051,0.56471637,0.17091944,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
12,0.0,0.73067776,0.29730164,0.58068528,0.17813256,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
13,0.0,0.72551845,0.29420253,0.57458757,0.17514895,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
14,0.0,0.72890425,0.29752357,0.57156737,0.17451382,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
15,0.0,0.73058707,0.30028539,0.574539,0.17513593,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
16,0.0,0.73016385,0.29630836,0.57788763,0.17641781,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
17,0.0,0.72953909,0.29803284,0.57071367,0.17527747,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
18,0.0,0.72278764,0.2966083,0.57113381,0.17235468,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
19,0.0,0.72382555,0.29253034,0.5757038,0.17602499,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
20,0.0,0.71524013,0.29721917,0.56536296,0.16727096,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
21,0.0,0.7232814,0.29403662,0.56699464,0.17362381,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
22,0.0,0.72335194,0.2980013,0.56508272,0.1720248,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
23,0.0,0.72392632,0.29613238,0.5653278,0.17202784,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
24,0.0,0.72336202,0.29591687,0.58034405,0.17383948,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
25,0.0,0.72255588,0.29807796,0.56775978,0.17172295,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
26,0.0,0.7236744,0.29599078,0.56797259,0.17221328,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
27,0.0,0.72385578,0.29879344,0.55475701,0.17170586,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
28,0.0,0.72673774,0.29796466,0.56286823,0.17162728,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
29,0.0,0.72721135,0.2966218,0.56798979,0.1728477,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
30,0.0,0.70754147,0.29560531,0.56028604,0.16633545,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
31,0.0,0.71405107,0.29218704,0.57823831,0.17029382,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
32,0.0,0.72401701,0.29870287,0.56979227,0.17341261,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
33,0.0,0.72820895,0.29682885,0.57072899,0.1738581,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
34,0.0,0.72628429,0.29837159,0.56082835,0.17214503,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
35,0.0,0.72630444,0.29879988,0.5588053,0.17184475,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
36,0.0,0.71506882,0.29555367,0.56650901,0.1674483,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
37,0.0,0.71965376,0.29976412,0.56454582,0.16925899,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
38,0.0,0.72928717,0.29454973,0.58876733,0.17829397,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
39,0.0,0.72655636,0.29981023,0.5606809,0.17160496,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
40,0.0,0.72357363,0.29862368,0.55909801,0.17136017,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
41,0.0,0.72505492,0.29753505,0.56083525,0.17198811,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
42,0.0,0.71443399,0.30046603,0.55234716,0.16640099,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
43,0.0,0.72983131,0.30204895,0.56833685,0.17264664,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
44,0.0,0.72288841,0.29203088,0.58026426,0.17413317,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
45,0.0,0.72414801,0.29684904,0.57750905,0.17459078,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
46,0.0,0.72435962,0.29658908,0.5636288,0.17424125,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
47,0.0,0.72425885,0.2971166,0.56605772,0.17288588,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
48,0.0,0.7128217,0.291463,0.56371734,0.168068,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
49,0.0,0.72795703,0.29588514,0.57214389,0.17424264,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
50,0.0,0.72318064,0.2974458,0.56287473,0.17131497,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
51,0.0,0.72306979,0.29465458,0.56768048,0.17250813,exp3_champion_arc-agi-2_s307_csv,exp3_champion_arc-agi-2_s307_csv,358,99238
